adid,location,addate,title,price,paymentoptions,description,fueltype,kilometers begin,kilometers end,color,transmission,bodytype,enginecapstart,enginecapend
196389593,New Cairo - El Tagamoa,03-18-2023,BMW X1 (Super unique condition),1300000,Cash,For Sale BMW X1 sport line 2000 CC all fabrica all services done in the agency (with receipts) driven 64000 km) The car is in an excellent condition without any comments. price is final,Benzine,60000,69999,Gray,Automatic,SUV,1800,2000
196385757,Shorouk City,03-18-2023,3008 peugeot Active,915000,Cash,السيارة فابريكة بالكامل صيانات دورية  لا تحتاج مصاريف,Benzine,40000,49999,Blue- Navy Blue,Automatic,Sedan,1600,
196387745,Heliopolis,03-18-2023,فبريكا من الداخل بالكامل بأسم المالك,125000,Cash,باسم المالك  رخصه سنه لون مميز فبريكا من الداخل بالكامل رشه من الخارج نظافه  فقط تكييف ثلاجه علي استعداد للكشف  لاتحتاج مصروفات شاشة تتش    عفشه  وموتور زى الفل  عدد  190  كم,Benzine,10000,19999,Red,Manual,Hatchback,1000,1300
196328742,Downtown Cairo,03-18-2023,هوندا سيفيك 2005,220000,Cash,سيفيك 2005. حاله جيده. صالون استخدام راقي. عدادات رياضيه. Abs. شاشه تاتش. كاميرا خلفيه. جنَط سبور ايطالي استراد الخارج. معظم  السياره بالخارج دهان الفابريكا. فابريكه بالداخل. بإستثناء الستاره الاماميه. كما موضح بالصور. . لا توجد توكيلات. . يفضل البيع عقد مسجل. عداد 270000. الحاله موتور حاله فوق الممتازه. . لا تحتاج لاي مصاريف,Benzine,200000,,Silver,Automatic,Sedan,1400,1500
196387629,New Cairo - El Tagamoa,03-18-2023,Mercedes-Benz CLA 200 for Sale,1800000,,Full OptionsComes with insurance no accidents,Benzine,50000,59999,Black,Automatic,Coupe,1000,1300
196286360,Heliopolis,03-18-2023,توسان ٢٠٢٠ فبريكيه بالكامل,830000,Cash,توسان ٢٠٢٠ فبريكيه بالكامل مرايات ضم وتحكم طاره وايرباج وABS وتكيف خلفى ماشيه ٤٠ الف كم ورخصه سنه مرور الاميريه والمعانيه فى مصر الجديده والكلام فى السعر امام السياره منعا لاحراج والتواصل فون او وتس اب 01001447778 سعر الكاش ٨٣٠ الف ولاستفسار عن القسط عن طريق التليفون فقط,Benzine,40000,49999,Red,Automatic,SUV,1600,
196381715,Katameya,03-18-2023,citreon for sale,70000,Cash,citreon silverxara,Benzine,200000,,Silver,Manual,Sedan,1600,
196277778,New Cairo - El Tagamoa,03-18-2023,BMW X1 2020 excellent condition,1275000,Cash,for more info call 01202630040no accidents or damages cream interior colourcoded with full screen apple carplay and different ambient light colours,Benzine,40000,49999,Black,Automatic,SUV,1400,1500
196382420,New Nozha,03-18-2023,ليون 2015 أعلي فئه بانوراما,460000,,العربيه فابريكة بالكامل من الداخل بدون اي ملاحظه العربيه راشه بعض المرامات في الجنبيين مرور مدينة نصر رخصه سنه كل كماليات السياراه تعمل بكفاءة عالية العربيه التفاوض في السعر بعد المعاينة في النزهه الجديده,Benzine,100000,119999,Red,Automatic,Hatchback,1000,1300
196382198,Heliopolis,03-18-2023,سوزوكى اسبريسو 2021 - 1900 كم فقط و رخصة سنة وكماليات اضافية,257000,Cash,العربية موديل ٢٠٢١ وماشية ١٩٠٠٠كم ورخصة سنة كاملة وصيانة كاملة بدون خدش وبها كماليات عبارة عن احدث شاشة بالمراية تعرض افلام وبها بلوتوث وكاميرا خلفية بالالوان زوم وشبكة ايطالية بالسقف وتمتاز العربية بالتكيف العالى  وعدم استهلاك البنزين ومراكز الصيانة الممتازة و البيع كاش و شكراً للتجار - 01225794555,Benzine,10000,19999,Gray,Manual,Hatchback,1000,1300
196382566,Zahraa Al Maadi,03-18-2023,كروز ٢٠١٦ اوتوماتيك,345000,Cash,فبريكا بالكامل صيانه منتظمه حاله ممتازه,Benzine,100000,119999,,Automatic,,1600,
196382659,Obour City,03-18-2023,اسبرانزا فبريكا دواخل وسقف و كبوت و شنطة نوادر,140000,Cash,عربية  للبيعفبريكا دواخل وسقف و كبوت و شنطةالعربيه عليها مكنه جديدة الله اكبر جمليهالعربيه غنيه عن التعريففيها شاشة ٧ بوصه سفزني و سمعات سمفوني طف جنط اسبور حاله كوتش كاجيد,Benzine,180000,199999,Gold,Automatic,Sedan,1800,2000
196218633,New Cairo - El Tagamoa,03-18-2023,بيجو ٣٠٠٨ للبيع موديل ٢٠٢١,1200000,Cash,بيجو ٣٠٠٨ للبيع موديل ٢٠٢١كل الصيانات في التوكيل ماشيه ٤٠ الف كيلوالفئه الثانيه ١٦٠٠ تربو بصمهللتواصل / ٠١١٤٠٦٧٧٦٤٤,Benzine,30000,39999,White,Automatic,,1600,
196383290,New Cairo - El Tagamoa,03-18-2023,تويوتا ياريس حاله ممتازه اول مالك,410000,Cash,فابريكه بالكامل موديل ٢٠١٥ . . فرش جلد اصلي . . 129000 الف كيلو . . . حساسات ركن خلفيه. . مالك اول ١٥٠٠ سي سي,Benzine,120000,139999,Gray,Automatic,Sedan,1400,1500
196383162,Ramses + Ramses Extension,03-18-2023,شيفروليه اوبترا 2021,395000,Installments,لو العربية اللي بتسأل عليها غير متاحه نقدر نوفرها عن طريق خدمه هتهالي ، خدمة هتهالى دى عبارة عن ان حضرتك بتشوف العربية المناسبة ليك لو هى مع حد انت عارفه او شوفت حد بيبيعها بتتواصل بالشخص واحنا بنشترى منه العربية اللى حضرتك محتاجها وبنقسطهالكالنوع :شيفروليه اوبترا اللون :	ازرقالموديل :2021العداد :46752 كم,Benzine,40000,49999,Blue- Navy Blue,Automatic,Sedan,1400,1500
196383069,Rehab City,03-18-2023,سيارة للبيع,155000,Cash,سيارة تويوتا إكو ياباني موديل 2000 لون فضي ميتاك  هاتشباك هيكل 4×4 + زجاج كهرباء + مفتاح اسبير + تكييف  عداد ديجتال انتهاء الرخصة  2023/8  مرور الشروق  فبريكا من الداخل المطلوب 155000 السعر نهائي للاستفسار فون / واتس  01027683877,Benzine,200000,,Silver,Automatic,,1000,1300
196383391,Heliopolis,03-18-2023,Audi A3 2022 sedan S line,1600000,Installments,Audi A3 Sedan S line 2022km : 8000Black edition car dealership العنوان : 2شارع لطيف منصور الماظة خلف مستشفي فلسطين,Benzine,0,9999,Gray,Automatic,Sedan,1400,1500
196383216,Nasr City,03-18-2023,ميكروباص اجره للبيع,280000,Cash,ميكروباص سقف عالي اجره للبيع كاوتش حاله90٪مكنه يباني اوسوزو,Diesel,200000,,,Manual,Van / Bus,3000,
196279234,Heliopolis,03-18-2023,Mg zs 2021 فابريكا بالكامل,580000,Cash,بحالة الزيرو تانى فئه صيانات توكيل بالكامل رخصه سنه المعاينه مصر الجديده شارع صلاح سالم عمارات العبور,Benzine,70000,79999,Red,Automatic,Sedan,1600,
196281131,New Cairo - El Tagamoa,03-18-2023,Mrecedes E53 Amg coupe,4500000,Cash,GT1 MOTORSBrand : Mercedes-Benz Model : E53 Amg coupeMillage 20.000 KMfully protected by protect meM/Y : 2022Exterior color : BlackInterior color : Black _______________________For more info :0111 8292728 - 01118202823_______________________Location:-109 el banafseg - 5th settelment Cairo,Benzine,10000,19999,Gray,Automatic,Coupe,3000,
196383755,New Cairo - El Tagamoa,03-18-2023,Bmw 320,900000,Cash,فابريكا بالكامل exclusive,Benzine,120000,139999,Red,Automatic,Sedan,1800,2000
196385015,New Nozha,03-18-2023,أفانتى مواصفات أوربيه فكه حظر للبيع ب ٢٨٠الف والسعر نهائى نهائى نهائى,280000,Cash,هيونداى افانتى فكه حظر,Benzine,200000,,Silver,Automatic,Sedan,1600,
196384339,Helwan,03-18-2023,سياره للبيع,720000,Cash,عربيه بي ام موديل ٢٠١٣ حاله ممتازه,Benzine,120000,139999,Silver,Automatic,,1800,2000
196385084,Rod al-Farag,03-18-2023,MG ZS 2019 Luxury,590000,Cash,MG ZS 2019 Luxury ماشية ٦٥. ٠٠٠ ك صيانات توكيل٤ كاوتش زيرو ليد داخلي زينون فوانيس / زينون شبورة العربية بكاماليتها زيرو وفيها كماليات مش موجودة في نوعها,Benzine,60000,69999,White,Automatic,SUV,1600,
196386921,New Cairo - El Tagamoa,03-18-2023,يارس 2008فبريكه,258000,Cash,بسم الله ما شاء الله بفضل الله وحدهتيوتا يارس   2008كامله اتوماتيك       عداد   143 . k. mالبيع بعقد مسجل فبريكه  بكامل   عدا اجزاء بالجنبين    صيانات منتظمه   للتواصل والاستفسار +20 1284945332 01228893933#شركة_الماسه_للسيارات_ElmasaMoTors. مواعيد العمل 11ص الى 11 م الاسكندريه -السيوف. خلف كارفور سيتى,Benzine,120000,139999,Silver,Automatic,SUV,1000,1300
196388510,Helwan,03-18-2023,ميتسوبيشي باجيروا 2003,450000,Cash,ميتسوبيشي باجيرو موديل 2003اعلي فئة فتحة سقف جميع الكماليات العربية مشاء اللة بحالة الزيرو مش محتاجة جنية مصروف صيانات توكيل رخصة لشهر 9 العربية فبريكا برا وجوا باالكامل راشة حزام نظافة علي اللحم,Benzine,200000,,Gold,Automatic,4X4,3000,
196386414,Obour City,03-18-2023,نيسان صني سوبر صالون ٢٠١١,295000,Cash,السياره سوبر صالون فبريكا بالكامل اول مالكرخصه حتي يناير ٢٠٢٥ مرور العبورجميع الصيانات بتوكيل يونايتد جروب بالفواتير والكتيبلا تحتاج لأي مصروفات المعاينه بالعبورالبيع بعقد مسجل بطاريه جديده إطارات بحاله ممتازه بريدجيستون,Benzine,200000,,Burgundy,Automatic,Sedan,1600,
196387351,Rehab City,03-18-2023,mg rx5 comfort excellent condition,675000,Cash,mg rx5 comfort excellent conditionالسيارة ممتازة . . البيع لظروف خاصة . . الصيانات منتظمة بالتوكيل ماشية ٤٨ الف كيلو كلهم سفر و مشاوير طويلة فى طرق كويسة نطاق القاهرة الجديدة و م. نصر ومصر الجديدة و  مركونة اغلب الوقت . . للمهتمين البيع بعقد مسجل ورجاء احضار فنى للمعاينة توفيرا لوقت حضراتكم,Benzine,40000,49999,Black,Automatic,SUV,1400,1500
196387515,New Cairo - El Tagamoa,03-18-2023,لانسر بومه موديبل 2009,240000,Cash,لانسر بومه 2009 شاشه زجاج كهرباءABS راشه حزام وقوائم نظافه بدون السقف  حالة الماتور والجيربوكس والعفشه والمكيف ممتازه لا تحتاج لاي مصاريف نهائي كل التفاصيل في الاعلان ارجوا اتصال الجاد اي استفسار موجود في الاعلان. وشكرا ربنا يبارك لصاحب النصيب,Benzine,200000,,Burgundy,Automatic,,,
195029650,New Cairo - El Tagamoa,03-18-2023,الوحيدة في مصر Mazda 3 - كسر زيرو,650000,Cash,الوحيدة في مصر كسر الزيروعداد 8300 كم فقط ثان فئةفابريقة بالكامل - بدون خدش بحالة الزيرو - السعر نهائي كاوتش جديد زيروماستر كار التجمع الخامس جراج مول سفن ستارز,Benzine,0,9999,Red,Automatic,Sedan,1600,
196381497,Downtown Cairo,03-18-2023,كيا سول 2015,8794,Cash,امكانيه التقسيطلذوي الاحتياجات الخاصه سعرها 8794 دولار السعر يشمل الجواب والترخيص والجماركللتواصل على 0112452931 او 01110555136 او الرقم الارضي0225787129السياره فابريكا بحاله جيده بدون اي رش داخل او خارج السياره,Benzine,10000,19999,Gray,Automatic,Hatchback,1600,
196374822,Ain Shams,03-18-2023,بيجو 301 كسر زيرو عداد 21 الف activ فابريكة,425000,Cash,فابريكة بالكامل ماعدا جزء من كبوت ورفرف تم عمل صيانة العشرين ألف بالتوكيل بالفواتير رخصه سنتين عداد عشرين ألف ونص الإتصال للجادين ت 01116614141,Benzine,10000,19999,Silver,Automatic,Sedan,1600,
196389514,Zamalek,03-18-2023,bmw 525 اكزكتيف,535000,,راشه بره ما عدا سقف   جنوط ١٩ اكصدامات m5 و عتب. حاله جيده,Benzine,200000,,Black,Automatic,Sedan,2200,2800
196375106,New Cairo - El Tagamoa,03-18-2023,hyundai grand i 10 for sale,360000,Cash,للبيع هيونداى جراند  i10 ماشيه ٩٥ الف وفابريكا بالكامل,Benzine,90000,99999,Red,Automatic,,1000,1300
196370733,Heliopolis,03-18-2023,اوبل فيكترا توب لاين أعلى فئه فتحه سقف جلد طبيعى كراسى كهرباء بخاخات,260000,Exchange,اوبل فيكترا توب لاين أعلى فئه فتحه سقف جلد طبيعى كراسى كهرباء بخاخات فوانيس سخانات كراسى ميموري كراسي وحدات رفع مريات ضم مثبت سرعه جميع الكماليات للبيع او البدل باوبل انسيجنا وهدفع الفرق كاش,Benzine,180000,199999,Gray,Automatic,Sedan,1600,
196375134,Obour City,03-18-2023,أم جي ٥ لاكشري اعلي فئة,510000,Cash,اعلي فئة فبريكا بره وجوه,Benzine,40000,49999,Beige,Automatic,Sedan,1600,
194941789,Maadi,03-18-2023,سيارة جيلى سباركى للبيع,77000,Cash,سيارة جيلي فروتي حاله شاذه ولا تحتاج لمصروف ورخصه بأسمى مباشرتا حتى ٢٠٢٥ مرور البساتين,Benzine,180000,199999,White,Manual,Sedan,1400,1500
195974280,Heliopolis,03-18-2023,عربيه بيكانتو,315000,Cash,فابريكه بالكامل / صيانه كامله / رخصه ساريه لمده سنه / المعاينه في مصر الجديده يوميا من ٩ صباحا حتي ٤ مساءً ماعدا الجمعه والسبت,Benzine,160000,179999,Black,Automatic,,,
196377019,Nasr City,03-18-2023,سيات ابيزاموديل 2020 REFERENCE فبريكا برة وجوة بالكامل حالة ممتازة جدا,580000,Cash,‏#vipmotors‏Affordable & like newأرخص مستعمل في مصر بحاله الزيروسيات ابيزاموديل 2020REFERENCEعداد العربيه 50 الف كم فبريكا بالكامل بره و جوه بدهان المصنع حالة ممتازة بمعني الكلمة السيارة مرور النزهة والرخصة سارية سنة ونص‎تواجد السيارة في فرع مدينه نصر‏Vip motors01124199205011221290120109195540601159416698,Benzine,50000,59999,Burgundy,Automatic,Hatchback,1600,
196367659,Gesr Al Suez,03-18-2023,سياره سيراتو,370000,Cash,كيا فورتى ٢٠١٠معاقين فكة حظر سخانات كراسي eco موفربنزين كامله فتحة سقف ماعدا البصمة,Benzine,100000,119999,Silver,Automatic,Sedan,1600,
196377257,Mokattam,03-18-2023,للبيع هونداي النترا فابريكا بره وجوه بالكامل فتحه سقف,375000,Cash,للبيع هونداي النترا hd فابريكا بره وجوه الفئه الثانيه فتحه سقف كاوتش جديد بطاريه جديده فرش جلد جديد السياره ماشيه 137 الف كيلو متر عفشه جديده بالكامل فيها رخصه لغايه 2024 للاستفسار او الوتس او فون على رقم 01140776366,Benzine,120000,139999,Silver,Automatic,,1600,
196377956,Nasr City,03-18-2023,تيجوان كالزيرووو بدون ملحوظه عداد 29000  كم فقط,945000,,تيجوان موديل 2017 عداد 29000 كم جميع الصيانات بالتوكيل 4 فرد كاوتش زيروو من اسبوع رخصه سنتين فابريكه بالكامل بدن اي رش نهائي وبدون ملحوظه ما شاء الله كالزيرروو,Benzine,20000,29999,,Automatic,SUV,1400,1500
196378236,Ain Shams,03-18-2023,فبريكا برة و جوه و مغيرة اكصدام امامى,371000,Cash,للبيع شيرى اريزو 5 اتوماتيك فبريكا بره وجوه ومرور الاميرية رخصة حتى نهاية شهر ٦ السيارة كسر زيرو صيانات توكيل حتى آخر صيانه والمعاينة عين شمس شبرا مصر عداد 17000 الف كيلوالبيع كاش  371اوتدفع 260 و باقى 51 قسط ف 300001090050025,Benzine,10000,19999,Blue- Navy Blue,Automatic,Sedan,1400,1500
196276593,Nasr City,03-18-2023,كيا  سبورتاج 2021 topline+,980000,Installments,اوتوبارك . . . . من المالك الاول ليكسيارة كيا اسبورتاج topline+ موديل 2021 عداد 26.000كم فقط رخصه باسم المالك مباشرا المواصفات الفنيه:موتور 1600 سي سي  - 140 حصان - ناقل حركه 6 سرعات  - متوسط استهلاك الوقود 6.8 لتر لكل ١٠٠ كم الكماليات :  صالون جلد - شاشة لمس مقاس 8 بوصة مزودة ب(USB - AUX - bluetooth) -  سنتر لوك - زجاج كهربائي - مفتاح بصمه start engine - مثبت سرعه - محدد سرعه - طاره مالتي - كمبيوتر رحلات - طاره متحركه متعدده الأوضاع - جنط سبور - مرايه داخليه بخاصيه التعتيم الذاتى - مصابيح اماميه وخلفيه ليد – فتحة سقف بانوراما  – كراسي كهرباء – USB خلفي – مرايات ضم كهرباء - اشارات بالمرايات  – باور ستيرنج –  حساسات خلفية و اماميه – 6 سماعات بالابواب – فرامل يد كهرباء  –  حساسات للإضاءة – ليدات أمامية و خلفية  – بصمة خارجية لفتح و غلق السيارة بدون مفتاح – شاحن لاسلكي للهاتف الذكي  – حساس مطر – مسند يد خلفي + حامل اكواب – التحكم في ارتفاع مقعد السائق - فامية للابواب الخلفية - تحكم كهربائي لوضعية كرسى السائق في 10 اتجاهات – تحكم كهربائي لوضعية كرسى الراكب الامامي في 8 اتجاهات - كاميرة خلفية – تشغيل المحرك عن بعد تجهيزات السلامة والأمان:6 airbagsأنظمة مراقبة الاطاراتانظمه الفرامل ABS - EBD - ESPالتحكم الإلكتروني بالثبات ESC نظام مساعدة صعود المرتفعات HAC برنامج التوازن عند المنحدرات DBC برنامج تدعيم الفرامل BAS برنامج توازن السيارة VSMالسياره تدعم ISOFIX لتثبيت مقاعد الاطفالالسعر: 980000 جنيه كما يتوفر لدينا انظمه تقسيط متعدده تناسب جميع الفئات ( بنوك - شركات تمويل - مباشر ) بمده تقسيط تصل إلى ٦٠ شهر. اتصل بينا واعرف نظام التقسيط اللي يناسبك و ممكن تبدل عربيتك القديمه بعربيه جديده و تقسط الفرقملحوظه هامه : اطلب تطلع علي كل مستندات السياره و الفحص الفني لحاله السياره قبل ماتدفع أي أموال أو حتي قبل ما تقوم بفحصها بمعرفتكجميع السيارات المعروضه تم التحقق من سلامه ملكيتها لملاكها وتم عمل فحص فني باحدث الاجهزه علي يد متخصصين بخبره أكثر من ١٠ سنوات في فحص السيارات رقمنا الموحد : 01200006517 او اضغط هنا لارسال واتس ابhttps://wa. me/message/YSX2LKAO3XDBE1وعشان تعرف اراء بعض اللي اشتروا مننا علي مدار السنوات السابقه وتتفرج علي كل المعروض عندنا اضغط هناhttps://www. facebook. com/1425113467801707/posts/3356629307983437/مواعيد العمل الرسميه طوال ايام الاسبوع من ١١ صباحا حتي ١٠ مساءبمقرنا : ٢ ب مكرم عبيد -  أمام محطه توتال - مدينه نصر - القاهرهhttps://maps. app. goo. gl/dAtU2cKbEmhGfMGN6(تطبق الشروط والأحكام) #autopark #from_first_hand_to_you,Benzine,20000,29999,Blue- Navy Blue,Automatic,SUV,1600,
196274705,Rehab City,03-18-2023,E200 Premium 2022 وكيل,3100000,Cash,E200 Premium 20225000KM ONLYضمان الوكيلفتحه سقف بروتيكشن كامل من راب ستايل رخصه سنه بحاله الزيرو بدون خربوشالسعر نهائي,Benzine,0,9999,Silver,Automatic,,1800,2000
196366547,Matareya,03-18-2023,هيونداي النترا hd,630000,Cash,hd موديل ٢٠٢٣  اعلي فئة فابريكة برة وجوة ماشية٥٠٠ كيلو,Benzine,0,9999,Gray,Automatic,Sedan,1600,
196371587,Heliopolis,03-18-2023,CHEVROLET VENTURA 2000 - 6 CYLINDER,145000,Cash,CHEVROLET VENTURA 2000 - 6 CYLINDER - FULL OPTION - PERFECT CONDITION,Benzine,140000,159999,Blue- Navy Blue,Automatic,Van / Bus,3000,
196378262,Zahraa Al Maadi,03-18-2023,فيرنا  موديل ٢٠١٢ كامله ٤ زجاج كهرباء +  مانوال فابريقه,200000,Cash,فيرنا موديل ٢٠١٢كامله ٤ زجاج كهرباء + مانوال ماشيه ١٢٦ الف كيلومتر صيانه التوكيل ( غبور ) فابريقه بدون ملحوظه ماعدا مرمتين في الجوانب دواخل فابريقهرخصه سنه و نص بالكتالوج حاله شاذه جدات 0101 9633333,Benzine,120000,139999,Silver,Manual,Sedan,1600,
196377484,Sheraton,03-18-2023,نفنتي ٢٠١٧,800000,Cash,فبريكا بالكامل كامله اعلي فئه,Benzine,80000,89999,Brown,Automatic,Hatchback,1600,
196378950,New Nozha,03-18-2023,بي ام 316 فتحه سقف واتوماتك,380000,Cash,فابريكه دواخل حاله ممتازة رشه برة بدون مصاريف,Benzine,200000,,Gray,Automatic,Sedan,1600,
196363179,Shubra,03-18-2023,اسبرانزا 516,120000,Cash,اسبرانزا 516 موديل 2008فبريكة برا وجوا معادا اكصدامين وحتة فى الرفرف الشمالعداد 94000الف كيلو شرعى قابل للذيادةالعربية لسة مركبلها الغاز الجديد من شهر قسط لسة مدفعتش اول قسط اللى هيشترى انا هجبلو مخلصة الغاز العربيت بتعمل با الغاز على السريع 250كيلو وداخلى 160 التفويلة العربية لسة عملها عمرة من 8000 كيلو مغير كل حاجة فى المكنة الزيت والفلتر لسة مغيرهوم يتمشى عليه م 4000 كيلولسة مغير طقم قواعد وفيهوم قاعدة ميتسوبيشىلسة مغير جنبين كبالن وبارات دركسيون العربية للامانة كل اللى عايزاا طقم مساعدين امامىمستعد للكشف فى اى مكان اللى يعجبك العربية لسة مركبلها اثنين كاوتش زيرو قدام من 10 ايام دول لوحدهوم ب 5000 ومعايا الفواتير مرور العجوزة فيها رخصة لحد شهر 9مكان المعاينة شبرا مصررقم للتواصل 01286646940,Natural Gas,90000,99999,Black,Manual,Sedan,1600,
195114875,Rehab City,03-18-2023,Opel Astra 2019,490000,Cash,Opel Astra - 2019 حالة شاذة 1400 تربو هاي لايت - اعلي فئة بنزين - شاشة عريضة مرفوعة سنتين الرخصة بإسم المالك,Benzine,60000,69999,Gray,Automatic,Sedan,1400,1500
196378584,New Cairo - El Tagamoa,03-18-2023,Mercedes-Benz E   للاستراد للمغتربين بالخارج وذوى الاحتياجات الخاصه,2200000,Cash,استورد عربيتك بنفسك مع غندور اوتوزيرو جماركاستلام بعد 60 يوم    استراد ضمن مبادرة المغتربين بالخارج وذوى الاحتياجات الخاصهكلمنا لمزيد من التفاصيل010666005700128174302401120993888010187211880110200592201033211066010159980710109249211101092467222نستورد السيارات  الاوروبيه بنزين/هايبرد/كهربا الى مصر زيرو جمارك حسب الطلب. زورو موقعناwww. Ghandourauto. com نقوم باستخراج شهادة اليورو وان وتصدير السيارة من اوروبا مع مراعاة جميع اجراءات الشحن والتخليص والتأمين حتى تسليم السيارة من مكتبنا 279 ش. التسعين الجنوبي التجمع الخامس.,Benzine,0,9999,Black,Automatic,Sedan,1800,2000
196269430,Obour City,03-18-2023,بيع فيات بونتو ٢٠١١ فبريكا بالكامل,160000,Cash,فيات بونتو فبريكا بالكامل بدون جرام بويا رفاهيه الاوربي اتنين ايرباج اتنين باور مكنه محلتش مسمار تكيف تلاجه بطاريه بالضمان كاوتش جديد عفشه ممتازه مش محتاجه اي مصروف رخصه تلات سنين وبها توكيلين مرور العجوزه السعر نهائي,Benzine,180000,199999,Burgundy,Manual,Hatchback,1000,1300
196367713,Nasr City,03-11-2023,بيع عربيه مرسيدس Glc 300,2200000,Cash,بيع عربيه مرسيدس  Glc 300اول مالك لونها فراني فبريكه بره و جوه ولا يوجد فيها بوية كاوتش جديد صيانة توكيل مرسيدس البيع في اسرع وقت للتواصل ع الرقم دا 01010083113,Benzine,120000,139999,Gray,Automatic,Coupe,1800,2000
196241902,Heliopolis,03-11-2023,Fiat Tipo,540000,Cash,فيات تيبو موديل 2021 فابريكة بالكامل فرش جلد طقم فامية كريتيف مع السيارة. . . تم تعديل السعر لسرعة البيع,Benzine,60000,69999,Black,Automatic,Sedan,1600,
196368370,New Cairo - El Tagamoa,03-11-2023,for sale,5300000,Cash,range sport p300 20214000 kiloimported 7 seets All optionsprotection protect melicense 2 year location New Cairo Price is negotiable01001446133,Benzine,0,9999,Black,Automatic,,,
196368051,Helwan,03-11-2023,فيات تيبو هاي لاين,595000,Cash,فيات تيبو فابريكة بالكامل هاي لاين مثبت سرعة ومحدد سرعة ، ليد امامي وخلفي ، زجاج فامية ،تحكم طاره ، فوانيس شابوره ، بلوتوث ، شاشه تاتش چنوط سبور 17 ، شاحن ويرلس ، تكيف تاتش ، كاميرا خلفيه وحساسات ركن ، 6 ايرباج,Benzine,50000,59999,Gray,Automatic,Sedan,1600,
196021483,New Nozha,03-11-2023,فورد فيوجن ٢٠١٥ تيتانيوم,650000,Cash,فورد فيوجن : موديل 2015 - تيتانيوم - فابريكه بالكامل عداد 200000  جميع الصيانات بالتوكيل -. . . . . قد تم تغير موتور بموتور  ٢٠١٩  في التوكيل عند ١١٣ الف كم   و مثبت بالرخصه طبعا. . تحكم بوظائف السيارة عن طريق الأوامر الصوتيه SYNC- زر تشغيل / إيقاف المحرك -  طارة دركسيون مالتي فانكشن  - فرامل يد الكيترونيه  –لمبات زينون -فوانيس شبورة  - جنوط 18 - فتحة سقف - حساسات اضائة اوتوماتيكية - كاميرا خلفية - حساسات ركن خلفية  – كرسي السائق كهربائي  3 ميموري   - سخانات كراسي  -  زجاج معتم مثبت بالرخصة -  مفتاح (بصمة),Benzine,200000,,,Automatic,,,
196342104,New Cairo - El Tagamoa,03-11-2023,Mercedes GLC300 AMG 2019,2250000,Cash,شركة GARAGE 90بتقدملك سيارة ID:11991Vehicles :Mercedes Model :GLC300 Category :AMG Kilometers :120000Year :2019Price :2250000السعر قابل للتفاوض ( البيع لحساب الغير ) تقرير الفحص المبدئى :– السيارة فابريكا بالكامل من الخارج ماعدا ( جزء بسيط فى الرفرف الخلفى شمال وجزء من الباب الخلفى شمال )  – السيارة فابريكا بالكامل من الداخل– السيارة فئة AMG– هذا الفحص مبدئى ظاهرى فقط ويشمل ( البودى الخارجى و حالة الدهان والشاسيه و دواخل السيارة ) برعاية شركة GARAGE 90لو عايز تشتريها بالتقسيط لدينا انظمة تقسيط مختلفة ومتنوعة مباشرة وغير مباشرة باقل مقدم واطول فترة سداد من سنة الى 7 سنوات للتواصل تقدر تكلمنا على الارقام التالية : قسم المبيعات  :01050374425 01050374426 01050374427 01050374428  لو عندك عربية وعايز تبيعها وتعرضها من خلال شركتنا اتصل بينا على الارقام التالية :  قسم بيع عربيتك :01050447005 01050447006 01050447007 01050447008 للشكاوى والاقتراحات :01000222562لمزيد من السيارات المعروضة زوروا موقعنا الالكتروني: garage-90. com/العنوان :٣٩١ البنفسج عمارات - شارع التسعين الشمالى - التجمع الأول - القاهرة الجديدةتليفون :  0223270014  مواعيد العمل : من السبت إلى الخميس من 10 ص : 10 م,Benzine,120000,139999,Gray,Automatic,Hatchback,1800,2000
196368703,Helwan,03-11-2023,تانى فئه,375000,Cash,٢٠١٣ للاستعلام ٠١١١١٥٠٤١٤١,Benzine,120000,139999,,Automatic,Hatchback,1400,1500
196368658,Rehab City,03-11-2023,سوبارو امبريزا 2009فبريكا بالكامل,280000,Cash,امبريزا 2009 فبريكا بالكامل ماعدا اكصدم امامى ورفرف خلفى يمين مريات كهرباء فرامل absرخصة باسمى سنة وفحص كمان 3سنين كاوتش جديد صيانة منتظمة عداد 154000قابل للزيادة مرور اسماعيلية المعاينة الاسماعيلية او مدينة الرحاب القاهرة الجديدة مرور الاسماعيلية0100030673401212756373,Benzine,140000,159999,Gold,Automatic,Sedan,1400,1500
196368882,Maadi,03-11-2023,اسكودا اكتاڤيا ٢٠١٠ استعمال شخصي,405000,Cash,اسكودا اكتاڤيا  ٢٠١٠ اعلي فئه عداد ١٢٦ الف رخصه لشهر ٨ راشه اجزاء من الخارجللتواصل ٠١١١٨٥٠٢٥٣٠,Benzine,100000,119999,Gray,Automatic,Sedan,1600,
196369272,Zahraa Al Maadi,03-11-2023,سياره سوزوكي موديل ٢٠١٥ فابريكة  بره و جوه,140000,,سياره سوزوكي موديل ٢٠١٥ فابريكة  بره و جوهالرخصة منتهيه بأسمى مرور التبينمتاح الاتفاق على التجديد قبل البيع,Benzine,100000,119999,White,Manual,Pickup,,
