adid,location,addate,title,price,paymentoptions,description,fueltype,kilometers begin,kilometers end,color,transmission,bodytype,enginecapstart,enginecapend
196372732,Downtown Cairo,03-18-2023,شيفورليه سبارك 2020,16890,Cash,"امكانيه التقسيط 
ذوى الاحتياجات 
سعرها 16,890 دولارالسعر يشمل الجواب والترخيص والجمارك
متاحه في القاهرة للمعاينه 
للتواصل على 01124562931او01110555136او01148544456 او الرقم الارضي 0225787129
الكماليات والرفاهية الخاصة بالسيارة:

مقود كهربائي: هذا المقود افضل من المقود الهيدروليكي حيث انه يعمل بنظام التوجيه بموتور كهربائى صغير مثبت تحت عجلة القيادة فهو يوفر العديد من المزايا مثل: 
نعومة وسلاسة فى ركن السيارة. 
قدرة عالية ومرونة أثناء المناورة علي سرعات عالية. 
لا يحتاج إلى أي صيانة دورية منتظمة. 
بلوتوث: يمكنك من اقتران الهاتف بالسيارة للرد على المكالمات و تشغيل الوسائط في السيارة. 
اعدادات التحكم في الصوت من خلال عجلة القيادة: يمكنك التحكم في مستوي الصوت بالسيارة من خلال عجلة القيادة داخل السيارة مما يرفع مستويات الأمان أثناء القيادة حيث يمكنك القيام بخفض أو رفع الصوت بدون الانشغال عن الطريق. 
مدخل AUX: حيث يمكنك من خلال هذا المخرج توصيل الهواتف مشغلات الملفات الصوتية التي ليس بها بلوتوث بالسيارة والاستماع للملفات الصوتية بجودة عالية. 
مشغل اسطوانات CD: حيث يمكنك من خلال هذه الميزة الاستماع لملفات الصوت المختلفة والمخزنة على الاسطوانات المدمجة. 
مدخل USB: تحتوي السيارة على مدخل USB حيث يمكنك من خلاله توصيل الهاتف الخلوي لإعادة شحنه. 
أقفال آلية للأبواب: بعد السير بالسيارة يتم اغلاق جميع الابواب أوتوماتيكيا. 
6 مكبرات الصوت: تمتلك السيارة 6 مكبرات للصوت لتوزيع الصوت بأفضل شكل ممكن داخل السيارة او في الخلف. 
نظام ملاحة: وهو نظام ملاحة عبر الأقمار الصناعية مصمم خصيصاً للسيارات، وتعمل أنظمة الملاحة داخل السيارة لمعرفة موقع السيارة، كما تسهل على السائق معرفة الطرق وكيفية السير للمكان المطلوب. 
عجلة القيادة كهربائية: عجلة القيادة كهربائية و مدمجة بـ شاشة الراديو الملونة المتواجدة بمنتصف التابلوه. 
زر مثبت سرعة: زر خاص على عجلة القيادة يمكنك من خلاله تثبيت سرعة السيارة مباشرة. 
زر تشغيل السيارة: يمكنك تشغيل السيارة بزر خاص بداخلها دون الحاجة للمفتاح الخاص بالسيارة. 
شاشة عرض المعلومات: السيارة بها شاشة مخصصة لعرض المعلومات المتعددة عن كل شئ في السيارة والتي تساعد السائق في معرفة جميع الأشياء عن السيارة. 
تحكم كهربائي بالمقاعد: تمتلك السيارة إمكانية  التحكم الكهربائي بالمقاعد عن طريق ازرار مجهزة للتحكم في المقاعد و تقديم المقعد أو تأخيره دون الحاجة للنظام القديم المزعج. 
تعديل ميل عجلة القيادة: يمكن للسائق التحكم في ميل وحركة عجلة القيادة على حسب طول قامة السائق. 
فتح السيارة عن بعد بواسطة ريموت السيارة. 
حساسات أمامية و خلفية: السيارة تتمتع بوجود حساسات تساعد في الاصطفاف مع وجود كاميرات في السيارة للاصطفاف. 
مسّاحات مطر اوتوماتيكية: السيارة بها مساحات مطر تعمل اوتوماتيكياً في حالة وجود ماء او امطار، دون الحاجه من السائق في التدخل لتشغيل المساحات. 
مماسك الأكواب. 
مرايا الباب إلكترونية. 
الكنسولة المركزية كبيرة و تتسع للمجلدات أو الأوراق الهامة. 
عداد المسافة. 
حامل أكواب أمامي. 
مشغل اسطوانات. 
التحكم فى المقعد أوتوماتك. 
تعديل ميل عجلة القيادة. 
زجاج كهربائى امامى و خلفى. 
مصابيح ضباب أمامية فقط. 
طي المرايات كهربائياً. 
مشغل CD، MP3، راديو. 
حساسات خلفية. 
عجلة القيادة من الجلد. 
حامل النظارات الشمسية فوق الرأس. 
جيوب خلفية. 
مقاعد خلفية قابلة للطى. 
مزيل ضباب خلفى. 
مكيف أوتوماتيك. 
مصابيح أمامية أوتوماتيكية. 
مساحات للمصابيح الأمامية. 
ضوء في الصندوق الخلفي. 
مصابيح أرضية. 
عادم مزدوج. 
عرض المعلومات المتعددة. 
جنوط من الخليط المعدني. 
دواسات رياضية. 
مصابيح انعطافات. 
مقاعد من الجلد.",Benzine,50000,59999,Gray,Automatic,Sedan,1400,1500
196269569,New Cairo - El Tagamoa,03-18-2023,BMW X5 new profile,2050000,Cash,"car in perfect condition, all maintenance done at agent ( global auto ) , all in fabric except front bumper due to some minor scratches, there is a full technical report for car condition from the dealership .",Benzine,90000,99999,Blue- Navy Blue,Automatic,4X4,3000,
196269645,New Cairo - El Tagamoa,03-18-2023,BMW X3 M40,2300000,Cash,"it’s like brand new, extended warranty till 2024 , all in fabric, full body protection",Benzine,70000,79999,Blue- Navy Blue,Automatic,4X4,3000,
196269463,Abasiya,03-18-2023,القطار الترددي جيبkk فبريكا مفتاح اسبير,469000,Cash,"Jeep kk
جيب  jeep kk الدينامو الأمريكية وحش الاسفلت ، فبريكا بالكامل رخصه سنتين ، زجاج فاميه مثبوت عالرخصه دفع رباعي و فتيس اضافي للغرز يعمل بكفاءة ، صيانات توكيل معتمدة ، طقم كاوتش اصلي ، عتب وجنوط وديفندر خلفي ، وطقم sound ، صالون بلادها الاصلي ، عداد بالميل ، عفشة جديدة ، المكنه والفتيش الله اكبر ، مكيفة جميع الكماليات كراسي ومرايات كهرباء ، قمة الثبات والتحكم ، لا تحتاج لاي مصاريف وكل حاجه بها تعمل بكفاءة وجوده عالية ، والصور متاخدة عالطبيعة",Benzine,140000,159999,Gray,Automatic,4X4,3000,
196361754,New Cairo - El Tagamoa,03-18-2023,مرسيدس GLC الشكل الجديد,3300000,Cash,"استورد عربيتك بنفسك
مع غندور اوتو
زيرو جمارك
استلام بعد 60 يوم

كلمنا لمزيد من التفاصيل
01102005922
01066600570
01281743024
01120993888
01018721188
01033211066
01015998071
01092492111
01092467222

نستورد السيارات  الاوروبيه بنزين/هايبرد/كهربا الى مصر زيرو جمارك حسب الطلب. 

زورو موقعنا
www. Ghandourauto. com 

نقوم باستخراج شهادة اليورو وان وتصدير السيارة من اوروبا مع مراعاة جميع اجراءات الشحن والتخليص والتأمين حتى تسليم السيارة من مكتبنا 279 ش. التسعين الجنوبي التجمع الخامس.",Benzine,0,9999,Black,Automatic,SUV,1800,2000
196361436,New Cairo - El Tagamoa,03-18-2023,لاند روفر ديفندر LAND ROVER DEFENDER,5000000,Cash,"استورد عربيتك بنفسك
مع غندور اوتو
زيرو جمارك
استلام بعد 60 يوم

كلمنا لمزيد من التفاصيل
01102005922
01066600570
01281743024
01120993888
01018721188
01033211066
01015998071
01092492111
01092467222

نستورد السيارات  الاوروبيه بنزين/هايبرد/كهربا الى مصر زيرو جمارك حسب الطلب. 

زورو موقعنا
www. Ghandourauto. com 

نقوم باستخراج شهادة اليورو وان وتصدير السيارة من اوروبا مع مراعاة جميع اجراءات الشحن والتخليص والتأمين حتى تسليم السيارة من مكتبنا 279 ش. التسعين الجنوبي التجمع الخامس.",Benzine,0,9999,Black,Automatic,4X4,3000,
196372660,New Cairo - El Tagamoa,03-18-2023,GOLF 6,435000,Cash,"GOLF 6 
تم تغير رفرف خلفي شمال و رشه باب و اكصدام خلفي 
161000km
2011",Benzine,140000,159999,,Automatic,Hatchback,1600,
196361549,New Cairo - El Tagamoa,03-18-2023,BMW I7 الكهربائية,6000000,Cash,"استورد عربيتك بنفسك
مع غندور اوتو
زيرو جمارك
استلام بعد 60 يوم

كلمنا لمزيد من التفاصيل
01102005922
01066600570
01281743024
01120993888
01018721188
01033211066
01015998071
01092492111
01092467222

نستورد السيارات  الاوروبيه بنزين/هايبرد/كهربا الى مصر زيرو جمارك حسب الطلب. 

زورو موقعنا
www. Ghandourauto. com 

نقوم باستخراج شهادة اليورو وان وتصدير السيارة من اوروبا مع مراعاة جميع اجراءات الشحن والتخليص والتأمين حتى تسليم السيارة من مكتبنا 279 ش. التسعين الجنوبي التجمع الخامس.",Electric,0,9999,Gray,Automatic,Sedan,0,800
196360957,Shubra,03-11-2023,byd f3 2028,240000,Cash,"العربيه فبريكه دواخل وسقف وا شنطه العربيه بها شاشه اندرويد وا سمعات سوني وعفشه تيوتا جديده وا مطور زيرو و سنتر لوك وكاميرا خلفي وكوتش 4 فرد جداد و الفحص والترخيص 2025 شهر 12
السعر 225000 السعر نهائي وما فيش فصال",Benzine,160000,179999,,Manual,,1800,2000
196362138,Almazah,03-11-2023,ًدهان ٢ اكصدام,850000,Cash,فابريقه ماعدا ٢ اكصدام,Benzine,180000,199999,Blue- Navy Blue,Automatic,Sedan,3000,
196360591,New Cairo - El Tagamoa,03-11-2023,"Lancer 2016 - 98,000 KM Highest Category Keyless  بصمة",465000,Cash,"Mitsubishi Lancer 2016
98,000 KM 
Highest Category Keyless, Sunroof, ABS, Airbags, Camera
License from owner 2025 - 2 years
Location: New Cairo - Heliopolis 

outside paint only except roof and trunk accident free, pictures before paint available 

0109 55555 38 
٠١٠٩٥٥٥٥٥٣٨ 

ميتسوبيشي لانسر شارك ٢٠١٦
٩٨،٠٠٠ كيلومتر
اعلى فءة بصمة و فتحة سقف و كاميرا خلفيه
 رخصة باسم المالك لسنة ٢٠٢٥ - رخصة  سنتين
المعاينة بالتجمع الخامس او مصر الجديدة

السيارة رشه من برا فقط و السقف و الشنطة فبريكا للنظافة فقط و يوجد صور قبل الرش",Benzine,90000,99999,Black,Automatic,Sedan,1600,
196360831,Katameya,03-11-2023,"رينو كيليو 2001 , 1600CC",118000,Cash,"رينو كيليو ٢٠٠١ مانيوال 
عداد ١٨٠ الف 
موتور ١٦٠٠ CC 
فابريكا بالكامل داخل وخارج بدون اي معجون نهائي 
بطاريه وكاوتش جديد استعمال ٤ شهور فقط 
فتيس و موتور ١٦٠٠ حاله ممتازه ، تم صيانه العفشه وتغير اللازم ، 
تكيف حاله جيده وسنتر لوك 
العربيه معمول ليها جميع الصيانات اللازمه 
يوجد بعد الخرابيش والتجاريح في الاكصدام والرفارف 
رخصه ساريه حتى ٢٠٢٤ مرور الاسكندريه 
مكان المعاينه : القطاميه - كومباوند النخيل القاهره 
المطلوب : ١١٨٠٠٠ جنيه 
المعاينه : القطاميه - كومباوند النخيل - القاهره 
رقم الهاتف : 01144433313",Benzine,160000,179999,Gray,Manual,Sedan,1600,
196361630,New Cairo - El Tagamoa,03-18-2023,مرسيدس G500,10000000,Cash,"استورد عربيتك بنفسك
مع غندور اوتو
زيرو جمارك
استلام بعد 60 يوم

كلمنا لمزيد من التفاصيل
01102005922
01066600570
01281743024
01120993888
01018721188
01033211066
01015998071
01092492111
01092467222

نستورد السيارات  الاوروبيه بنزين/هايبرد/كهربا الى مصر زيرو جمارك حسب الطلب. 

زورو موقعنا
www. Ghandourauto. com 

نقوم باستخراج شهادة اليورو وان وتصدير السيارة من اوروبا مع مراعاة جميع اجراءات الشحن والتخليص والتأمين حتى تسليم السيارة من مكتبنا 279 ش. التسعين الجنوبي التجمع الخامس.",Benzine,0,9999,Gold,Automatic,4X4,1800,2000
196360952,Hadayek Helwan,03-11-2023,Byd 2020,265000,Cash,بي واي دي 2020 بحالة ممتازة فبريكة بالكامل برة و جوة معادا اكصدام بحالة ممتازة عداد 76000 km و رخصة 10 شهور مرور المقطم و لا تحتاج اي مصاريف 01141001213,Benzine,70000,79999,Gray,Manual,Sedan,1400,1500
196361390,Heliopolis,03-11-2023,جي ال ايه ٢٠٠ gla 200 amg,2300000,Cash,"GLA200 2022
Pre owned
كسر زيرو
اعلي مواصفه في السوق
استلام فوري
نايت باكدج
فوانيس مالتي بيم
كاميرات٣٦٠
جنوط ٢٠
بصمه في الابواب
فتحة سقف بانوراما
شنطه كهرباء 
تسخين كراسي
بروجيكتور
اضائه داخليه ٦٤لون

بلايند اسبوت
سنسور امامي وخلفي
ترافك اسست
لاين اسست
بريك اسست
اتنشن اسست
ردار للتكيف علي سرعة الطريق

جميع انظمة التقسيط متاحه
اسعار خاصه داخل المعرض

للتواصل ا/عبدالله غراب 01152207522",Benzine,0,9999,Black,Automatic,SUV,1000,1300
196357721,New Cairo - El Tagamoa,03-11-2023,كابتيفا,325000,Cash,استعمال محترم صيانه في التوكيل,Benzine,200000,,Black,Automatic,SUV,3000,
196343661,Hadayek al-Kobba,03-11-2023,ام جي 6 لاكشري اعلي فئه كسر زيرو,580000,Cash,ام جي ٦ موديل ٢٠٢١ اعلي فئة لاكشري فبريكة بالكامل صيانات توكيل فيها باب راشش البيع بعقد مسجل,Benzine,40000,49999,Black,Automatic,Sedan,1600,
196359849,Heliopolis,03-11-2023,BYD 2021 حالة شاذة,300000,Cash,"بي واي دي 2021
دهان المصنع من الداخل والخارج
حالة شاذة 27الف كيلو فقط 
برجاء الاتصال للجادين فقط وشكرا. 
للتوصل 01001102627",Benzine,20000,29999,Gray,Manual,Sedan,1400,1500
196257198,Nasr City,03-11-2023,"بيجو 3008 فبريكا بالكامل من الاكصدام للاكصدام 
2019 اعلي فئه GT line‎",955000,Cash,"#vipmotors
Affordable & like new
‎أرخص مستعمل في مصر بحاله الزيرو
‎بيجو 3008 فبريكا بالكامل من الاكصدام للاكصدام 
2019 اعلي فئه  GT line‎ 
السيارة مرور القليوبية والرخصة سارية سنة ونص
‎تواجد السيارة في فرع مدينه نصر
Vip motors
01124199205
01122129012
01091955406
01159416698",Benzine,70000,79999,Other Color,Automatic,Hatchback,1600,
196361643,15 May City,03-11-2023,مرسيدس e350 amg,1180000,Cash,"مرسيدس e350 amg موديل ٢٠٠٦ معاقين مر من الحظر سنة و نصف ، مرخصة ثلاث سنوات بمرافق بدون جهاز ،عداد ٤٥ الف كيلومتر بحالة المصنع بالكامل كانت في سفارة المانيا باليابان ، صيانة كاملة بشركة مرسيدس  ، 272 حصان ، 3500cc بها جميع الكماليات ، لم يتم استخدامها في مصر مطلقا لظروف السفر . 
""""""التجار يمتنعون فضلا""""""
التواصل عن طريق الواتساب 01129322994",Benzine,40000,49999,Silver,Automatic,Sedan,,
196361560,Heliopolis,03-11-2023,honda city 2009,265000,Cash,هوندا سيتي فابريقة دواخل وفابريقة من برا السقف سيارة بحالة ممتازة موتور وفتيس كفاءة اعلي من ٨٠% تكيف ثلاجة موفرة في البنزين جدا ودة معروف عن السيتي كلة تم تغير زيت ١٠ الاف وفلتر اصلي ممشيتش عليهم ٥٠٠ كيلو تم تغير جلب مقصات بطارية جديدة مكملتش شهر ومعايا الفاتورة كاوتش Goodyear جديد ٢٠٢٢ سعرة معدي ال ١٥ الف لوحدة تركيب انذار وريموت صالون بحالة ممتازة,Benzine,200000,,Silver,Automatic,Sedan,1600,
196233872,Downtown Cairo,03-11-2023,Mercedes C200 AMG night package,2750000,Cash,"Mercedes benz C200 AMG 
Model: C 200
Engine: 1.5 liters 
Aspiration: turbo 
Horse power : 224 
Transmission: 9G-tronic 
Color: Hyacinth red - metallic finish (996)
Interior LEATHERETTE - BLACK / ANTHRACITE 

Imitation leather
LEATHERETTE - BLACK / ANTHRACITE
Apple Carplay smartphone integration
Android Auto smartphone integration
Mercedes me connect MBUX Entertainment
Adaptive cruise control Plus (DISTRONIC PLUS)
Active Parking Assist
Left electric adjustable driver's seat with memory
Right electric adjustable driver's seat with memory
Active Lane Keeping Assist (camera)
Automatic dimming inside rearview mirror and outside mirrors
MB-Mobilo with DSB and GGD
Rear sensors for Lane Keeping Assist. 
DISTRONIC PLUS with Cross-Traffic Assist (DTR+Q)
Front sensors for intersection monitoring
Memory Package (driver's seat, steering column and mirror)
Through-loading feature
PRE-SAFE Impulse Side
PRE-SAFE
Radiator shutter
Alternative refrigerant
Federal Republic of Germany
Stowage facility package
Projection function via headlamps - lines
Double cup holder
Digital LED headlamps, right-hand traffic
Control code - Mercedes me connect anti-theft protection
Biometric user identification - fingerprint
Center airbag
Sound personalisation
Language of instrument cluster/HU - German
rain sensor
Mercedes me connect - extended connectivity Plus
Front multicontour seat with massage function
Climatised front seats
Electric sunroof, glass version
9-speed automatic transmission
Advanced Head-up Display (HUD)
Instrument cluster display M
Tire pressure monitor (TPM)
Sports suspension
Electrically folding exterior mirrors
360° camera
Road sign recognition system
Rating, country group EURO-NCAP
Headliner, black fabric
Automatic speed control
Standard anti-theft alarm system (ATA)
Speed/load index 93Y XL+96Y XL
Automatic climate control
Logo projection via mirror
Radiator grille in diamond/star look
INTELLIGENT HEADLAMP CONTROL PLUS (IHC+)
Fire extinguisher
Safety vest - driver
USB package
Control code for build lots
AMG styling - Front spoiler, side skirts
Center console woven fabric look with metal effect (2C11)
Pre-installation for DAB digital radio standard
WIPPS countries WEU+COC
Seat model variant 2
YoM 21/1
Premium sound system
Glas dunkel getönt
Acoustic glazing
Central display size L
Sensor system for trunk lid opening/closing
Heated windscreen washer system
Interior Light package
Remote boot-lid closing
Sensor system and siren for anti-theft alarm system
Keyless Go
Premium ambiance illumination
KEYLESS-Start
Premium Plus ambiance illumination
Front wireless telephone charging and antenna
48 V PTC heater booster
i-Size marking (ISOFIX successor)
Fuel tank with large capacity - Volume 1
Exhaust treatment, Euro 6 technology
Integrated starter alternator Gen. 2
Hyacinth red - metallic finish48V technology
Drive program selection switch (AGILITY SELECT)
Active Lane Change Assist
Extended restart in stop-and-go traffic
Route-based speed adaptation
Air quality package
AMG Line interior/AMG sport package interior
AMG Line exterior/AMG sport package exterior
Parking Package High
MIRROR PACKAGE
Air cleaning package
Night package
Active comfort package
Anti-Theft Protection Package Plus
Sound Package
Light Package Premium
Noise-optimized tires with foam absorber
Wheel size 19"" mixed tires variant 1
AMG multi-spoke wheels 19"" mixed tires
Rear belt status indicator
Front passenger seat with weight sensor
Augmented reality video
Floor mats - AMG
Instrument panel and beltline leather-clad (imitation leather, nappa)
Pedestrian protection - Active hood
Left front axle half
Right front axle half",Benzine,40000,49999,Red,Automatic,Sedan,1400,1500
196361352,Heliopolis,03-11-2023,سيارات هوندا,750000,Cash,فابريكة بالكامل صيانات فالفطيم حتي الآن رخصه سنتين,Benzine,70000,79999,Black,Automatic,Sedan,1600,
196362419,Heliopolis,03-11-2023,Mercedes C200 wakeel,2700000,Cash,"Mercedes C200 Wakeeel 2022 

Mercedes C200 amg Magno Grey

كسر زيروووو ١٢ الف كيلووووو
 
وكيييل

-Heating seats

-Big screens 

-Electic seats  

-360 Camera  

-Burmester sound system 

-Electric trunk  

-Auto park 

-electric steering wheel adjustment 

-Alcantara x leather 

-Carbon fiber look 

-18 Nightpackage rims 

- Memory heated seats  

للتواصل 

01147331022",Benzine,0,9999,,Automatic,Sedan,1400,1500
196362348,Obour City,03-11-2023,oudi s line,1460000,Cash,العربية بحالة ممتازة لون ابيض فرش اسود,Benzine,80000,89999,White,Automatic,Sedan,1400,1500
196362359,Sheraton,03-11-2023,sportage 2014 high line,650000,Cash,‎سبورتاج ٢٠١٤ اعلي فئه عدا البصمه فبريكا بالكامل بدون اي رش بحاله ممتازه عداد ١٢٠ الف صيانة منتظمة لا تحتاج مصروف كوتش و بطارية زيرو رخصه سنه مطلوب ٦٥٠ الف تفاوض بعد المعينة مكان المعينة شيراتون للاستفسار رقمي ٠١٥٥٨٣٣٥٥٥٣ الاتصال من ٢ ظهرًا حتي ١٢ مساءً,Benzine,100000,119999,Silver,Automatic,SUV,1600,
196362051,Almazah,03-11-2023,دهان خارجي فقط,500000,Cash,دهان خارجي فقط لا تحتاج مصروف,Benzine,180000,199999,Gray,Automatic,Sedan,2200,2800
183727322,Madinaty,03-11-2023,SsangYong Tivoli - 2020 - Grey,580000,Cash,"Very good condition
Ssangyong Tivoli - Grey - Sport line
Model 2020
81,000 KM",Natural Gas,80000,89999,Gray,Automatic,SUV,1600,
196362725,Almazah,03-11-2023,Audi A4 model 2011,600000,Cash,"Audi A4 model 2011 only 95,000 km stage 1 عفشه adjustable screen 2000 cc k&n filter 19 inch wheels modified front and back head lights down pipe dual magna flow exhaust system دهان خارجي فقط",Benzine,90000,99999,Black,Automatic,Sedan,1800,2000
195982691,Almazah,03-11-2023,Mercedes GlC 43 2021 Coupe AMG,4500000,Cash,"Mercedes . . GLC43 . . 2021 . . Coupe . . AMG . . 23,000km . . perfect condition . . Like new . . 
-Polar white * Black microfiber*Red accent
-Carbon fiber trim 
-Chrome door handle insert
-Amg styling ,Exterior and Interior , spoiler
-Amg crest Led logo
-AMG steering wheel nappa
-AMG Drive unit
-AMG track pace for media 
-AMG performance exhaust system
-AMG dynamic select
-AMG sport suspension (electric)
-AMG illuminated front door sill
-AMG steering wheel with touch buttons
-20” AMG Y-spoke rims
-Electric seats with memory
-heating seats 
-Sliding sunroof 
-Rear view camera 
-AMG head-up display
-Digital instrument cluster Display
-Burmester surround sound system
-Brushed aluminum running boards
-Wireless charging 
-Keyless-Go
-Hands-free access 
-Power liftgate
-Ambient lights
-Apple carplay 
-Active distance assist
-Active steering assist 
-Active brake assist 
-Active emergency stop assist
-Active lane change assist
-Active blind spot
-Active speed limit
-Evasive steering wheel
-Congestion emergency stop assist
-Route based speed adaption
-Cross wind assist
-Parktronic
-Adaptive highbeam 
-Led headlamps and taillamps 
-Heat and noise insulating front side glass
-Rear seat side impact airbag
-Pre-safe
-Kneebag

For more informations nd price ONLY by call 01111164843
Or visit us @ 97 EL Merghani street , Masr L Gedida 
#ELMahsoubcar",Benzine,20000,29999,White,Automatic,SUV,3000,
196259036,Nasr City,03-11-2023,اتنين قمرات CN7 2021 المستوي الثالث,250000,Installments,"النترا CN7
Model 2021 
30,000km
المستوي الثالث  
بلو 
فبريكا بالكامل 
عربيتك عندنا 
كاش _ وبالتقسيط
بمقدم يبدا من ٢٥٪؜ 

بنوك _ شركات تمويل _ تقسيط مباشر 

مقر الشركه/ مدينه نصر اخر عباس العقاد 

التواصل 
مصطفي ابو هيبه 
01063138479 
النترا CN7 
Model 2021 
51,000km 
المستوي الثالث 
نبيتي 

كاش وبالتقسيط باقل مقدم واقل فايده 
مقدم من اول 25% يعني 170,000 الف فقط 

تقسيط _ بنوك _ شركات تمويل _ تقسيط مباشر 
بجميع الموفقات البنكيه والشركات 

مقر الشركه/ مدينه نصر اخر عباس العقاد شارع السجلات 

للتواصل / 
أ. مصطفي ابو هيبه 
01063138479",Benzine,20000,29999,Blue- Navy Blue,Automatic,Sedan,1600,
196362980,Almazah,03-11-2023,بيجو 508 موديل 2014,385000,Cash,peugeot 508 model 2014 دهان ٢ اكصدام و رفرف امامي وباب فقط,Benzine,180000,199999,Black,Automatic,Sedan,1600,
196292049,Marg,03-11-2023,سيارة سزوكي ڤان بيتي. المالك الأول,155000,Cash,السيارة ممتازة والحمد لله رب العالمين. لسه مكملة ال100000كيلو متر من كام يوم بس إستخدام بيتي. أنا المالك الأول للسيارة. رشة من الخارج للنظافة. لسه سير الكاتينة بتاعها بتاع بلادها لم يتغير. چنوط إسبور.  والحمد لله لاتحتاج أي شئ. رخصة 3 أعوام منهم عام في الشباك تم فحص وتجديد الرخصةمن 3 أيام فقط. رقم الواتس والتليفون 01096599036,Benzine,0,9999,White,Manual,Van / Bus,1000,1300
196362844,Almazah,03-11-2023,E200 model 2005 دهان خارجي فقط,520000,Cash,E200 model 2005 لا تحتاج مصاريف جميع الصيانات تمت,Benzine,200000,,,Automatic,Sedan,1800,2000
196362818,New Nozha,03-11-2023,mercedes C250 Amg,920000,Cash,"مرسيدس C250  amg original 
فبريكه بالكامل جوه و بره  بدون خرابيش 
صالون زيرو لايوجد اى خرابيش 
ماشيه ١٤٠٠٠٠ كيلومتر 
صيانات منتظمه لا تحتاج مصاريف 
كوتش بريلى جديد ماشى ٨٠٠٠ كيلو فقط 
الكشف بالتوكيل",Benzine,120000,139999,Gray,Automatic,Sedan,1800,2000
196362131,Sheraton,03-11-2023,حاله نادره,175000,Cash,جيلي فبريقه بالكامل براء وجواء استعمال عائلي مافيش فيها رشه نهاية رخصه ٣سنوات  استعمال طبيب ارضيه جيلد  ماتور وفتيس وعفشه فوق الممتاز من الزيرو كوتش جديده بطاريه جديده صالون ممتاز جدا جدا البيع لدواعي السفر برجاء إحضار فني لعدم ضياع الوقت لا تحتاج اي مصاريف  المعينة خير الدليل في النزهه الجديده لعدم وجود شبكه وتس اب شكرا,Benzine,120000,139999,Silver,Manual,Sedan,1400,1500
196363485,Hadayek Helwan,03-11-2023,اوكتاڤيا A4 موديل ٢٠٠٤ بحالة جيدة,230000,Cash,راشة حزام فقط ، فابريكا,Benzine,200000,,Silver,Automatic,Sedan,1600,
196364834,Heliopolis,03-11-2023,E180 wakeel premium factory paint perfect conditions,1900000,Cash,موديل ٢٠١٩ صيانة توكيل بريميوم ٧١ الف كيلو فابريكة بالكامل,Benzine,60000,69999,Silver,Automatic,SUV,1600,
196363197,Nasr City,03-11-2023,نيسان صنى 2022 اول فئه 22000كم بدهان وملصقات المصنع كالزيرو,3000,Cash,"لهواة كسر الزيرو والتوفير نيسان صنى 2022 أول فئه اتوماتيك بدهان وملصقات المصنع بالكامل بدون خدوش كالزيرو  وتم اضافه فرش وارضيه جلد مميز جدا وتم عمل جميع الصيانات بالتوكيل بالضمان حتى الان 22000كم رخصة سنه ونصف ومستعد للكشف بالتوكيل والبيع كاش فقط للجادين 
المعاينه/ مدينه نصر ش الطيران بجوار منصور شيفروليه رابعه العدويه 
التواصل / 01003814240 - 01283544700",Benzine,10000,19999,Gray,Automatic,,,
196363595,Shorouk City,03-11-2023,مرسيدس a150,210000,Cash,مدينة الشروق هاتف 01000720066,Benzine,200000,,Black,Manual,Other,1400,1500
196364957,Nasr City,03-11-2023,سوبارو امبريزا 2016 فبريكة بره و جوه,410000,Cash,"سوبارو امبريزا
موديل 2016 فيس ليفت
فبريكة بالكامل من الداخل والخارج حتى الاكصدامات
هاي لاين
(مثبت سرعة - كاسيت تاتش اوريجينال - بلوتوث - طارة مالتي فانكشن - جنوط اسبور - سنسور بارك - فوج لايت)
صيانات بالكامل منتظمة من الزيرو حتى الان بالفوانير
كاوتش جديد
عداد 257000 كم
السعر 410000ج",Benzine,200000,,Blue- Navy Blue,Automatic,Sedan,1600,
196364586,Helwan,03-11-2023,اوبل استرا كابورليه,320000,Cash,"اوبل استرا كابورليه ٢٠٠٨ بصمه سخانات كراسي ١٨٠٠cc ملاكى  مرور الإسماعيلية رخصه سنه اول مالك من الزيرو استيراد من الخارج مدفوع جمركها ومرخصه ملاكى وليست معاقين ١٦٠ الف كيلو متر رشه جنبين واكصدام امامى فقط 
مطلوب ٣٢٠ الف 
01000133293",Benzine,10000,19999,Black,Automatic,Cabriolet,1800,2000
196359605,Heliopolis,03-11-2023,kia rio 2015 hatchback,390000,Cash,"كيا ريو ٢٠١٥ هاتشباك توب لاين فتحة سقف 
١٥٠٠٠٠ كم
رشة حزام نظافة 
فابريقة دواخل و سقف و كابوت و شنطة
لا يوجد اي مشاكل ميكانيكا و عفشة",Benzine,140000,159999,Gray,Automatic,Hatchback,1400,1500
196358267,Al Manial,03-11-2023,هيونداى ٢٠١٩ الفئه الخامسه كامله بصمه وفتحه سقف,610000,Cash,"هيونداى النترا الفئه الخامسه كامله بصمه وفتحه سقف ومرايات ترحيب وبصمه ابواب واوكر اضاءه ومرايات ضم وإغلاق شفتات طاره ٤ مستويات سينسور امامى وخلفى تكييف امامى وخلفى شاشه تاتش اندرويد ٢ ايرباج و abs ٥ جنط ٤ كاوتش جديد بطاريه جديده عداد ٤٣ الف رخصه سنه وشهرين فابريكا عدا رفرف يمين خلفى وعتبه يمين نتيجه تجريح حفاظا على المنظر العام للعربيه اكتر من كده العربيه فابريكا لون فيرانى
الاتصال للجادين فى الشراء
التواصل فون 01001702060 او الرقم التالى 
واتس 01202215112
قابل للتفاوض البسيط بعد المعاينه",Benzine,40000,49999,Gray,Automatic,Sedan,1600,
